key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
185,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,"d2a9","亚历山大之眼",1,"亚历山大机神城 天动之章1",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,230,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"亚历山大机神城 天动之章1","大型任务","耸立在云海中的宗教城邦伊修加德有着众多的防空要塞。曾经这些防空要塞都是对抗龙族的重要设施，不过其中也有一些没有经受得住猛烈的攻击而最终陷落，反而变成了龙族眷属的巢穴。石卫塔便是陷落的城塞之一。

不过，放任魔物占据要塞不管并不是伊修加德的作风。名门贵族狄兰达尔家数次动员自家骑兵团展开收复作战，可惜现在仍然处于胶着状态。究竟如何才能打破这种僵持的局面呢？",3039,48,"ui/icon/112000/112188.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187,"d2aa","亚历山大之息",1,"亚历山大机神城 天动之章2",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,230,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"亚历山大机神城 天动之章2","大型任务","耸立在云海中的宗教城邦伊修加德有着众多的防空要塞。曾经这些防空要塞都是对抗龙族的重要设施，不过其中也有一些没有经受得住猛烈的攻击而最终陷落，反而变成了龙族眷属的巢穴。石卫塔便是陷落的城塞之一。

不过，放任魔物占据要塞不管并不是伊修加德的作风。名门贵族狄兰达尔家数次动员自家骑兵团展开收复作战，可惜现在仍然处于胶着状态。究竟如何才能打破这种僵持的局面呢？",3040,49,"ui/icon/112000/112189.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,"d2ab","亚历山大之心",1,"亚历山大机神城 天动之章3",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,230,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"亚历山大机神城 天动之章3","大型任务","耸立在云海中的宗教城邦伊修加德有着众多的防空要塞。曾经这些防空要塞都是对抗龙族的重要设施，不过其中也有一些没有经受得住猛烈的攻击而最终陷落，反而变成了龙族眷属的巢穴。石卫塔便是陷落的城塞之一。

不过，放任魔物占据要塞不管并不是伊修加德的作风。名门贵族狄兰达尔家数次动员自家骑兵团展开收复作战，可惜现在仍然处于胶着状态。究竟如何才能打破这种僵持的局面呢？",3041,50,"ui/icon/112000/112190.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189,"d2ac","亚历山大之魂",1,"亚历山大机神城 天动之章4",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,230,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"亚历山大机神城 天动之章4","大型任务","耸立在云海中的宗教城邦伊修加德有着众多的防空要塞。曾经这些防空要塞都是对抗龙族的重要设施，不过其中也有一些没有经受得住猛烈的攻击而最终陷落，反而变成了龙族眷属的巢穴。石卫塔便是陷落的城塞之一。

不过，放任魔物占据要塞不管并不是伊修加德的作风。名门贵族狄兰达尔家数次动员自家骑兵团展开收复作战，可惜现在仍然处于胶着状态。究竟如何才能打破这种僵持的局面呢？",3042,51,"ui/icon/112000/112191.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
190,"d2a9_2","亚历山大之眼",1,"亚历山大零式机神城 天动之章1",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,245,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"亚历山大零式机神城 天动之章1","大型任务","泽梅尔要塞由伊修加德名门之一的泽梅尔家建造，计划利用天然洞窟的地形特点将其内部构筑成对龙用地下要塞。可是他们没有料到洞穴深处有着连通虚无界的裂痕，施工的过程由于大量涌出的妖异而中断。再加上几年前加雷马帝国也开始派兵潜入洞中调查，导致各类问题接踵而至。

现在，虽然帝国军已经停止了派兵调查，但是山洞内部却已经变成了妖异与魔物的巢穴。为了令地下要塞工程重新展开，一定要将这些问题的根源清除干净。",3043,60,"ui/icon/112000/112192.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
191,"d2aa_2","亚历山大之息",1,"亚历山大零式机神城 天动之章2",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,250,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"亚历山大零式机神城 天动之章2","大型任务","泽梅尔要塞由伊修加德名门之一的泽梅尔家建造，计划利用天然洞窟的地形特点将其内部构筑成对龙用地下要塞。可是他们没有料到洞穴深处有着连通虚无界的裂痕，施工的过程由于大量涌出的妖异而中断。再加上几年前加雷马帝国也开始派兵潜入洞中调查，导致各类问题接踵而至。

现在，虽然帝国军已经停止了派兵调查，但是山洞内部却已经变成了妖异与魔物的巢穴。为了令地下要塞工程重新展开，一定要将这些问题的根源清除干净。",3044,61,"ui/icon/112000/112193.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,"d2ab_2","亚历山大之心",1,"亚历山大零式机神城 天动之章3",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,255,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"亚历山大零式机神城 天动之章3","大型任务","泽梅尔要塞由伊修加德名门之一的泽梅尔家建造，计划利用天然洞窟的地形特点将其内部构筑成对龙用地下要塞。可是他们没有料到洞穴深处有着连通虚无界的裂痕，施工的过程由于大量涌出的妖异而中断。再加上几年前加雷马帝国也开始派兵潜入洞中调查，导致各类问题接踵而至。

现在，虽然帝国军已经停止了派兵调查，但是山洞内部却已经变成了妖异与魔物的巢穴。为了令地下要塞工程重新展开，一定要将这些问题的根源清除干净。",3045,62,"ui/icon/112000/112194.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,"d2ac_2","亚历山大之魂",1,"亚历山大零式机神城 天动之章4",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,255,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"亚历山大零式机神城 天动之章4","大型任务","泽梅尔要塞由伊修加德名门之一的泽梅尔家建造，计划利用天然洞窟的地形特点将其内部构筑成对龙用地下要塞。可是他们没有料到洞穴深处有着连通虚无界的裂痕，施工的过程由于大量涌出的妖异而中断。再加上几年前加雷马帝国也开始派兵潜入洞中调查，导致各类问题接踵而至。

现在，虽然帝国军已经停止了派兵调查，但是山洞内部却已经变成了妖异与魔物的巢穴。为了令地下要塞工程重新展开，一定要将这些问题的根源清除干净。",3046,63,"ui/icon/112000/112195.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,"ec003","炎帝陵",1,"交缠的宿命",False,1,0,0,108,"ContentMemberType#1",0,0,0,0,0,1,60,0,0,False,False,True,False,False,0,False,False,False,False,False,False,True,"交缠的宿命","任务战斗","",0,0,"ui/icon/000000/000000.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,"w1ee","幻卡对局室",3,"九宫幻卡：幻卡对局室",True,0,0,0,109,"ContentMemberType#12",0,0,0,0,0,1,0,0,0,True,True,False,False,False,0,True,False,True,False,False,False,False,"九宫幻卡：幻卡对局室","金碟游乐场","有人在小麦酒港近海的幻影群岛附近目击到了形迹可疑的船只。负责警备这一地区的黄衫队怀疑事件与互相协力的鱼人族和海蛇之舌海盗团的活动有一定关系。在目击地点附近的骷髅谷沿岸很可能有他们的据点。

也正在这个时期，又有情报说在沙斯塔夏溶洞中有可疑人士出没，这样一来互相的联系就很明显了……",7002,0,"ui/icon/112000/112197.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,"d2d7","迦巴勒幻想图书馆",1,"秘本宝库迦巴勒幻想图书馆",False,1,0,0,108,"ContentMemberType#2",0,0,0,0,0,60,60,210,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"秘本宝库迦巴勒幻想图书馆","迷宫挑战","乌尔达哈的斗技场财团为了训练旗下的角斗士而设立的修炼所。在其内部饲养了大量的魔物和野兽。但是，在第七灵灾的混乱期间，管理者放弃了继续维护这里。一般人都认为那些失去了主人的魔兽得不到食物都会饿死在其中了。

可是经过了5年的岁月，当有人再次踏入这座设施之内时，他所看到的，是经过了5年的残酷竞争而生存下来的魔兽，无论力量还是凶暴程度都得到了大幅增长。",47,55,"ui/icon/112000/112187.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,"s1p3_2","陆行鸟广场",4,"GoldSaucerContent#1",True,0,0,0,109,"ContentMemberType#10",3,1,0,0,0,1,0,0,0,False,False,False,False,False,0,True,False,True,False,False,False,False,"萌宠之王：玩家对战（绩点赛）","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",8001,2,"ui/icon/112000/112199.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,"s1p3_3","陆行鸟广场",4,"GoldSaucerContent#2",True,0,0,0,109,"ContentMemberType#10",3,1,0,0,0,1,0,0,0,False,False,False,False,False,0,True,False,True,False,False,False,False,"萌宠之王：大赛对战（玩家对战）","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",8002,6,"ui/icon/112000/112200.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,"s1p3_4","陆行鸟广场",4,"GoldSaucerContent#3",True,0,0,0,109,"ContentMemberType#10",3,2,0,0,0,1,0,0,0,False,False,False,False,False,0,True,False,True,False,False,False,False,"萌宠之王：玩家对战（无绩点赛）","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",8003,1,"ui/icon/112000/112198.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,"s1p5_5","狼狱演习场",1,"群狼盛宴 (狼狱演习场：自定赛)",True,0,0,0,110,"ContentMemberType#14",0,0,0,0,0,30,70,0,0,False,False,False,False,False,0,True,False,True,False,False,False,True,"群狼盛宴 (狼狱演习场：自定赛)","对战","当手中的幸福未来突然从指缝间滑落时，人们都会去构想一个新的未来吗？不，恐怕只有内心坚强的人和受到友人支持的人才会放下过去继续前进吧。

对于那些内心脆弱的人和孤身一人的人来说又会如何呢？他们可能便会迷失了自己的方向，在通往惨剧的路上越走越远。这一切，都始于一封普通的信……",4018,31,"ui/icon/112000/112287.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
202,"a2fc_4","云冠群岛",2,"PartyContent#4",False,1,0,0,108,"ContentMemberType#8",0,0,1,67205,0,60,0,179,0,True,True,True,False,False,4,False,False,True,False,False,False,True,"云冠群岛白昼探索（狩猎专用）","","",6004,4,"ui/icon/112000/112119.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,"a2fc_5","云冠群岛",2,"PartyContent#5",False,1,0,0,108,"ContentMemberType#8",0,0,1,67205,0,60,0,179,0,True,True,True,False,False,4,False,False,True,False,False,False,True,"云冠群岛黄昏探索（狩猎专用）","","",6005,5,"ui/icon/112000/112120.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,"f1c5_dd006","死者宫殿",1,"死者宫殿 地下51～60层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下51～60层","深层迷宫","",5006,0,"ui/icon/112000/112171.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,"f1c5_dd007","死者宫殿",1,"死者宫殿 地下61～70层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下61～70层","深层迷宫","",5007,0,"ui/icon/112000/112172.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,"f1c5_dd008","死者宫殿",1,"死者宫殿 地下71～80层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下71～80层","深层迷宫","",5008,0,"ui/icon/112000/112173.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207,"f1c6_dd009","死者宫殿",1,"死者宫殿 地下81～90层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下81～90层","深层迷宫","",5009,0,"ui/icon/112000/112174.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208,"f1c6_dd010","死者宫殿",1,"死者宫殿 地下91～100层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下91～100层","深层迷宫","",5010,0,"ui/icon/112000/112175.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,"f1c6_dd011","死者宫殿",1,"死者宫殿 地下101～110层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下101～110层","深层迷宫","",5011,0,"ui/icon/112000/112176.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,"f1c8_dd012","死者宫殿",1,"死者宫殿 地下111～120层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下111～120层","深层迷宫","",5012,0,"ui/icon/112000/112177.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
211,"f1c8_dd013","死者宫殿",1,"死者宫殿 地下121～130层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下121～130层","深层迷宫","",5013,0,"ui/icon/112000/112178.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
212,"f1c9_dd014","死者宫殿",1,"死者宫殿 地下131～140层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下131～140层","深层迷宫","",5014,0,"ui/icon/112000/112179.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,"f1c9_dd015","死者宫殿",1,"死者宫殿 地下141～150层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下141～150层","深层迷宫","",5015,0,"ui/icon/112000/112180.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
214,"f1c7_dd016","死者宫殿",1,"死者宫殿 地下151～160层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下151～160层","深层迷宫","",5016,0,"ui/icon/112000/112181.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215,"f1c7_dd017","死者宫殿",1,"死者宫殿 地下161～170层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下161～170层","深层迷宫","",5017,0,"ui/icon/112000/112182.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
216,"f1c7_dd018","死者宫殿",1,"死者宫殿 地下171～180层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下171～180层","深层迷宫","",5018,0,"ui/icon/112000/112183.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
217,"f1c7_dd019","死者宫殿",1,"死者宫殿 地下181～190层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下181～190层","深层迷宫","",5019,0,"ui/icon/112000/112184.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,"f1c7_dd020","死者宫殿",1,"死者宫殿 地下191～200层",False,1,0,0,108,"ContentMemberType#11",0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,"死者宫殿 地下191～200层","深层迷宫","",5020,0,"ui/icon/112000/112185.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,"f1da","巴埃萨长城",1,"坚牢铁壁巴埃萨长城",False,1,0,0,108,"ContentMemberType#2",0,0,0,0,0,60,60,230,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"坚牢铁壁巴埃萨长城","迷宫挑战","乌尔达哈的斗技场财团为了训练旗下的角斗士而设立的修炼所。在其内部饲养了大量的魔物和野兽。但是，在第七灵灾的混乱期间，管理者放弃了继续维护这里。一般人都认为那些失去了主人的魔兽得不到食物都会饿死在其中了。

可是经过了5年的岁月，当有人再次踏入这座设施之内时，他所看到的，是经过了5年的残酷竞争而生存下来的魔兽，无论力量还是凶暴程度都得到了大幅增长。",48,56,"ui/icon/112000/112214.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
220,"z2r3","影之国",1,"影之国",False,1,0,0,108,"ContentMemberType#4",0,0,0,0,0,60,60,235,0,True,True,True,False,False,2,True,False,True,False,False,False,True,"影之国","大型任务","反击作战“贤者行军行动”终于成功进入最后的阶段。艾欧泽亚同盟军以劳班·阿尔丁总帅率领的恒辉队为中心，向帝国军基地“南方堡”发起了进攻。

南方堡的防御设施十分坚固，其中更有帝国军的最强武器——究极神兵坐镇。但是无论前方的阻碍多么巨大，我们也绝对不能退缩，现在正是保家卫国的关键时刻，一定要拼尽全力战斗。愿水晶给予你们指引！",3047,32,"ui/icon/112000/112203.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
221,"d2d8","索姆阿尔灵峰",1,"天山深境索姆阿尔灵峰",False,1,0,0,108,"ContentMemberType#2",0,0,0,0,0,60,60,230,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"天山深境索姆阿尔灵峰","迷宫挑战","乌尔达哈的斗技场财团为了训练旗下的角斗士而设立的修炼所。在其内部饲养了大量的魔物和野兽。但是，在第七灵灾的混乱期间，管理者放弃了继续维护这里。一般人都认为那些失去了主人的魔兽得不到食物都会饿死在其中了。

可是经过了5年的岁月，当有人再次踏入这座设施之内时，他所看到的，是经过了5年的残酷竞争而生存下来的魔兽，无论力量还是凶暴程度都得到了大幅增长。",49,57,"ui/icon/112000/112215.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
222,"ec004","加尔提诺平原周边遗迹群",1,"加尔提诺平原遭遇战",False,1,0,0,108,"ContentMemberType#1",0,0,0,0,0,1,60,0,0,False,False,True,False,False,0,False,False,False,False,False,False,True,"加尔提诺平原遭遇战","任务战斗","",0,0,"ui/icon/000000/000000.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
223,"a2fg","抑制绝境Z1T9",1,"祖尔宛歼灭战",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,235,0,True,True,True,False,False,0,True,False,True,False,False,False,True,"祖尔宛歼灭战","讨伐歼灭战","灼热的太阳之下，一座半埋没的寺庙圣堂静静地躺在干枯的南萨纳兰东部。根据圣堂内的各种迹象来看，这里是古代贝拉哈迪亚城邦的历代国王供奉太阳女神阿泽玛的圣地。

虽然这座圣堂曾经从人们的视线中完全消失过，不过第七灵灾带来的地形变动使得它能够重见天日。不仅如此，当初为了防止偷盗者而布下了很多魔法陷阱，现在看来仍然没有失去作用。",2040,116,"ui/icon/112000/112212.tex",0,-1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
224,"a2fg_2","抑制绝境Z1T9",1,"祖尔宛歼殛战",False,1,0,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,250,0,True,True,True,False,False,1,True,False,True,False,False,False,True,"祖尔宛歼殛战","讨伐歼灭战","布雷福洛克斯的野营地又出问题了，这次她面对的是名为“青蓝之手”的哥布林科学家集团。这群疯狂的科学家想要夺取布雷福洛克斯珍藏的秘密配方，虽然说这秘方是当年布雷福洛克斯从“青蓝之手”那边偷来的……

但是身为盟友，我们不能对她的危机坐视不理。要尽快阻止这场哥布林族的私斗，取回野营地的和平！",2041,126,"ui/icon/112000/112213.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225,"a2fh","云冠群岛",2,"PartyContent#6",False,1,0,0,108,"ContentMemberType#8",0,0,1,67205,0,60,60,220,0,True,True,True,False,False,4,False,False,True,False,False,False,True,"云冠群岛战争神猎场","","",6006,6,"ui/icon/112000/112221.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
226,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
227,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228,"f1p2_1","地衣宫演习场",1,"群狼盛宴 (4对4 / 练习赛)",True,0,0,0,110,"ContentMemberType#6",3,1,0,0,0,30,70,0,0,False,False,False,False,False,0,False,False,True,False,False,False,True,"群狼盛宴 (4对4 / 练习赛)","对战","过去曾经是关押偷猎者以及森林纵火魔等重犯的监狱。其看守的诨名“托托·拉克”取自传说中拥有一千张巨口的魔物，并且据说这名看守经常对囚犯施以残酷的拷问和严厉的惩罚。

在30多年前，当时的幻术皇以“违反人道”的名义彻底封锁了这座令人生畏的监狱。然而，在失去了管理者之后，地下的牢狱如今已经变成了魔物筑巢群生的废墟……",4020,0,"ui/icon/112000/112223.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
